Title,Tier,Difficulty,OS,Category,URL,Scenario
Titanic,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Titanic,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2025-02-15
DarkCorp,🔴 VIP+,Insane,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/DarkCorp,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2025-02-08
Cat,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Cat,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2025-02-01
BigBang,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/BigBang,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2025-01-25
Strutted,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Strutted,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2025-01-23
Backfire,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Backfire,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2025-01-18
EscapeTwo,🔴 VIP+,Easy,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/EscapeTwo,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2025-01-11
UnderPass,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/UnderPass,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-12-21
Heal,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Heal,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-12-14
Unrested,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Unrested,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-12-05
LinkVortex,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/LinkVortex,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-12-07
Vintage,🔴 VIP+,Hard,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Vintage,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-11-30
Alert,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Alert,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-11-23
BlockBlock,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/BlockBlock,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-11-16
Administrator,🔴 VIP+,Medium,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Administrator,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-11-09
Certified,🔴 VIP+,Medium,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Certified,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-11-02
University,🔴 VIP+,Insane,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/University,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-10-26
Chemistry,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Chemistry,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-10-19
Instant,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Instant,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-10-12
EvilCUPS,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/EvilCUPS,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-10-02
Yummy,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Yummy,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-10-05
Cicada,🔴 VIP+,Easy,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Cicada,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-09-28
Trickster,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Trickster,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-09-21
Caption,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Caption,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-09-14
Sightless,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Sightless,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-09-07
Infiltrator,🔴 VIP+,Insane,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Infiltrator,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-08-31
MonitorsThree,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/MonitorsThree,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-08-24
Lantern,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Lantern,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-08-17
Sea,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Sea,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-08-10
Resource,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Resource,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-08-03
Compiled,🔴 VIP+,Medium,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Compiled,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-07-27
GreenHorn,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/GreenHorn,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-07-20
Ghost,🔴 VIP+,Insane,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Ghost,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-07-13
Blazorized,🔴 VIP+,Hard,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Blazorized,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-06-29
PermX,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/PermX,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-07-06
Axlle,🔴 VIP+,Hard,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Axlle,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-06-22
Editorial,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Editorial,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-06-15
Blurry,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Blurry,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-06-08
Freelancer,🔴 VIP+,Hard,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Freelancer,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-06-01
BoardLight,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/BoardLight,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-05-25
MagicGardens,🔴 VIP+,Insane,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/MagicGardens,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-05-18
SolarLab,🔴 VIP+,Medium,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/SolarLab,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-05-11
Mailing,🔴 VIP+,Easy,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Mailing,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-05-04
Intuition,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Intuition,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-04-27
Runner,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Runner,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-04-20
Usage,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Usage,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-04-13
IClean,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/IClean,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-04-06
Mist,🔴 VIP+,Insane,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Mist,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-03-30
Headless,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Headless,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-03-23
WifineticTwo,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/WifineticTwo,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-03-16
FormulaX,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/FormulaX,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-03-09
Builder,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Builder,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-02-12
Perfection,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Perfection,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-03-02
Jab,🔴 VIP+,Medium,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Jab,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-02-24
Office,🔴 VIP+,Hard,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Office,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-02-17
Crafty,🔴 VIP+,Easy,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Crafty,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-02-10
Skyfall,🔴 VIP+,Insane,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Skyfall,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-02-03
Pov,🔴 VIP+,Medium,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Pov,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-01-27
Analysis,🔴 VIP+,Hard,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Analysis,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-01-20
Monitored,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Monitored,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-01-13
Bizness,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Bizness,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2024-01-06
Corporate,🔴 VIP+,Insane,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Corporate,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-12-16
Surveillance,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Surveillance,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-12-09
Ouija,🔴 VIP+,Insane,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Ouija,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-12-02
Broker,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Broker,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-11-09
Devvortex,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Devvortex,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-11-25
Hospital,🔴 VIP+,Medium,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Hospital,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-11-18
Napper,🔴 VIP+,Hard,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Napper,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-11-11
Codify,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Codify,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-11-04
Appsanity,🔴 VIP+,Hard,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Appsanity,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-10-28
Manager,🔴 VIP+,Medium,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Manager,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-10-21
Aero,🔴 VIP+,Medium,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Aero,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-09-28
Drive,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Drive,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-10-14
Analytics,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Analytics,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-10-07
Visual,🔴 VIP+,Medium,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Visual,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-09-30
Clicker,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Clicker,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-09-23
Wifinetic,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Wifinetic,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-09-13
Rebound,🔴 VIP+,Insane,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Rebound,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-09-09
CozyHosting,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/CozyHosting,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-09-02
Zipping,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Zipping,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-08-26
Cybermonday,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Cybermonday,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-08-19
Keeper,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Keeper,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-08-12
Download,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Download,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-08-05
Gofer,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Gofer,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-07-29
Authority,🔴 VIP+,Medium,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Authority,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-07-15
RegistryTwo,🔴 VIP+,Insane,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/RegistryTwo,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-07-22
Sau,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Sau,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-07-08
Intentions,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Intentions,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-07-01
Pilgrimage,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Pilgrimage,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-06-24
Sandworm,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Sandworm,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-06-17
Topology,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Topology,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-06-10
Jupiter,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Jupiter,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-06-03
Bookworm,🔴 VIP+,Insane,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Bookworm,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-05-27
PC,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/PC,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-05-20
Format,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Format,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-05-13
Snoopy,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Snoopy,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-05-06
OnlyForYou,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/OnlyForYou,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-04-22
MonitorsTwo,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/MonitorsTwo,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-04-29
Mailroom,🔴 VIP+,Hard,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Mailroom,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-04-15
Busqueda,🔴 VIP+,Easy,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Busqueda,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-04-08
Coder,🔴 VIP+,Insane,Windows,Machine (Retired Archive),https://app.hackthebox.com/machines/Coder,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-04-01
Socket,🔴 VIP+,Medium,Linux,Machine (Retired Archive),https://app.hackthebox.com/machines/Socket,歷史經典滲透主機歸檔（需 VIP+ 訂閱啟動）｜ 發布日期: 2023-03-25
